tempavg,lightavg,humidityavg
15.2,2.4,58.5
15.5,2.4,57.9
15.2,2.3,59.3
15.2,2.3,57.8
15.2,2.4,58.2
15.2,2.4,56.5
15.2,2.4,55.7
15.2,2.4,56.2
15.2,2.5,56.7
15.2,2.4,56
15.2,2.4,56.8
15.2,2.4,57.6
14.8,2.4,58.5
14.8,2.5,58.2
14.2,2.3,60.8
14.5,2.4,61.1
13.9,2.4,62.8
12.3,2.2,67.2
12.3,2.4,67.2
12.3,2.3,67.5
11.9,2.4,67.5
11.9,2.3,67.4
11.9,2.3,67.4
12.3,2.3,67.5
12.3,2.3,67.7
12.3,2.2,67.8
12.3,2.1,67.7
12.3,2,67.4
12.6,2,67.7
12.9,1.9,67.5
13.2,1.9,67.5
13.2,1.8,67.2
13.5,1.9,67.7
13.5,2.2,67.1
13.9,4.6,65.6
13.9,12.1,65.5
13.2,22.5,65
13.2,41.5,64.9
13.5,53,64.4
12.9,57.7,65.3
12.3,63.1,67.7
12.3,67.4,67.5
12.3,65.6,67.2
12.3,66.4,67.2
11.9,78.9,67.5
12.6,89,67.4
12.9,90.9,67.4
13.5,89.4,66.9
13.5,90,67.4
13.2,88,67.5
13.2,89.7,67.4
13.2,90,67.2
13.5,90.9,67.2
14.2,93.3,67.7
13.9,88.2,67.5
13.2,89.3,67.2
12.6,88.4,67.1
12.9,93.6,67.5
13.9,95.2,66.3
14.5,96.1,60.6
15.8,97.4,58.4
15.5,96.2,58.1
16.1,95.9,54.4
15.5,96.4,54
15.8,95.6,53
15.2,95.5,53.8
15.5,95.5,53.2
15.8,96.5,49.9
18.1,97.4,45.9
17.4,97,42.5
16.1,96.2,44.7
18.1,97.4,42.6
15.5,98.1,54.8
18.1,98.1,46.1
16.5,95.3,45.9
16.1,95.5,44.2
18.1,98,42.9
14.8,92.4,48.8
16.5,96.5,47
14.8,94.7,50.3
15.5,96.8,51.3
18.4,96.2,43.9
14.8,95.5,51.1
17.4,97.9,46.4
15.5,93.3,50.7
14.5,97,56.8
14.2,90.9,53.3
13.5,83.5,54.1
13.2,67.4,54.3
13.2,32.3,53.2
13.2,16.7,54.1
13.2,6.5,54.6
12.9,3.2,54.9
12.9,2.7,57
13.2,2.7,55.5
13.2,2.7,57
13.2,2.7,55.7
12.9,2.7,56.3
12.9,2.8,55.5
12.9,2.4,57.3
12.9,2.4,58.1
12.6,2.5,58.7
12.6,2.6,60.3
12.6,2.6,59.5
12.6,2.5,58.2
12.6,2.6,58.4
12.6,2.5,57.8
12.6,2.5,57.9
12.6,2.6,57.8
12.6,2.5,57.9
12.6,2.6,57.3
12.9,2.6,57.3
12.9,2.5,57.9
12.9,2.4,58.1
12.9,2.5,58.2
12.9,2.6,58.7
12.9,2.6,57.6
13.2,2.6,55.5
13.2,2.6,54.9
13.5,2.6,54
13.5,2.6,55.1
13.2,2.6,55.7
13.5,2.7,54.1
13.5,2.7,54
13.5,2.6,54.6
13.9,2.6,55.1
13.9,2.5,54.1
14.2,2.6,55.5
14.2,2.6,55.5
14.2,2.6,54.3
14.2,2.7,55.9
14.2,2.7,56.7
14.2,2.6,57.3
14.2,2.7,57.6
14.2,2.7,57.8
14.2,2.6,57.8
14.2,2.6,57.9
14.2,2.5,58.4
14.2,2.5,58.9
14.2,2.6,59.6
14.5,2.6,59.6
14.5,2.6,59.6
14.5,2.6,60.8
14.5,2.6,60.1
14.5,2.7,60.4
14.5,2.6,60.3
14.8,2.7,60
14.8,2.7,60.4
13.2,2.6,67.4
12.6,2.7,67.7
12.3,2.6,67.7
12.3,2.2,67.8
12.9,2.3,68
12.9,2.3,67.4
13.2,2.2,67.1
13.2,2.1,67.2
13.2,2,67.5
13.2,2.2,67.4
13.2,2.1,66.3
13.5,2.2,65.3
13.5,2.2,65.3
13.5,2.2,62.6
13.5,2.3,62.8
13.2,2.3,63.6
11.9,2.6,67.4
11.9,8.4,67.4
11.9,27,67.2
11.9,64.9,67.2
12.3,77.2,67.7
12.3,84.6,67.2
13.2,93.2,67.2
13.5,88.2,64.2
13.2,89.1,65.2
13.2,90.2,64.1
13.5,88.7,63.4
13.5,86.9,62.5
13.2,93.7,66
16.1,97.1,58.5
15.2,94.6,58.1
15.8,95.4,55.4
14.2,92.4,59.8
13.5,90.1,61.7
13.2,94.8,64.5
17.7,97.8,57.9
16.8,97.8,56
17.4,97.8,52.1
15.5,95.8,52.1
15.8,97.8,51.9
18.7,97.9,45.9
16.1,94.3,51.3
15.2,92.5,52.2
14.2,94.9,57.4
14.8,96.2,56
15.5,96.1,53.5
15.5,93.6,48.3
15.5,93.9,48.9
15.2,96.2,57
17.1,98,50.7
17.7,96.2,48
15.8,95.7,53.8
15.8,95.5,51.4
15.8,92.8,49.6
15.5,92.3,49.7
15.8,90.3,48.5
15.5,90.7,47.5
15.2,83.2,48.9
13.9,3.2,58.1
14.2,3.2,58.1
13.9,3.2,58.7
14.2,3.2,56.8
14.2,3.2,56.8
14.2,3.1,56.3
14.2,3.2,56.8
14.2,3.1,55.9
14.2,3.1,54.9
14.2,3.1,54.3
14.2,2.8,54.3
14.2,2.7,54.3
14.2,2.8,54.3
14.2,2.7,54.6
14.2,2.7,53.3
14.2,2.7,54.8
14.2,2.7,54.6
14.2,2.7,55.9
14.2,2.5,55.5
14.2,2.6,55.5
14.2,2.6,56.3
13.9,2.5,56.5
14.2,2.7,56.3
14.2,2.7,56.8
14.2,2.7,55.9
14.2,2.7,56.2
14.2,2.6,56.7
14.2,2.6,56.8
14.2,2.8,56.7
14.2,2.7,56.5
14.2,2.6,56.5
14.2,2.6,56.8
14.5,2.6,56.8
14.5,2.6,56
14.5,2.6,57
14.5,2.7,57
14.2,2.4,58.7
14.2,2.4,59.2
13.9,2.5,59.5
13.9,2.4,60.4
14.2,2.5,57
14.5,2.4,56.7
14.5,2.5,55.4
14.8,2.6,52.2
15.2,2.5,49.9
15.2,2.4,49.4
14.8,2.5,49.9
14.8,2.5,50.8
14.2,2.5,54.4
14.2,2.5,56.7
14.2,2.6,57.1
14.5,2.6,55.9
14.5,2.6,55.7
14.2,2.7,56.5
14.2,2.7,57.1
14.2,2.6,57
14.2,2.7,57.3
14.2,2.6,56.8
14.2,2.5,55.5
14.5,2.5,55.2
14.5,2.5,55.2
14.5,2.5,54.3
14.8,2.4,54.1
14.5,2.3,54.1
14.5,2.4,53.2
14.8,2.4,52.1
14.8,2.8,51.1
14.8,4.8,51.9
14.8,14.1,51.9
14.8,27.9,51.9
14.8,42,52.4
15.2,68.2,51.1
15.2,83.6,51.3
15.2,89.1,52.2
16.5,90.7,49.9
18.4,97.1,46.7
15.8,92.1,49.6
15.2,87.6,51
15.2,87.6,52.1
13.2,80.4,59.6
12.9,87.8,58.9
13.2,88.5,54.9
12.6,88.6,57
12.3,88.7,58.5
12.9,89.1,58.1
13.2,91.4,54.9
13.5,93.5,55.5
13.9,93.4,54
13.9,92.5,54.3
14.5,94.8,52.9
15.2,95.8,50.5
16.5,95.7,47.5
15.5,94.3,48.8
15.5,93.5,43.3
14.8,94.7,41.8
14.2,95.2,49.6
14.5,95.7,47.8
14.8,96,45.5
16.8,96.8,41.4
16.1,97.3,41.7
18.1,97.9,38.5
18.4,97.8,33.2
19,97.9,35.1
18.4,96.1,33.5
16.1,93.5,36.6
15.2,93,40.4
13.5,95.9,50.8
16.1,98.1,41.8
14.8,94.3,41
14.2,93,51.9
15.2,98.2,43.6
13.9,96,47.7
13.2,91.2,45.8
13.5,91.9,44.5
13.5,88.5,44.5
12.6,98,57.8
11.6,88.8,54.1
11.9,88.3,54.4
11.9,95.1,53.8
11.3,74.2,55.1
11.6,54.2,53.2
11.6,34.9,51.1
11.3,12.9,45.3
11.3,3.9,46.7
11,3.3,47
10.6,3.3,50.8
10.6,3.1,52.6
10.3,3.2,54.3
10.3,3.2,55.1
10,3.2,52.2
10,3.1,52.9
10,3.1,53.2
9.7,3.1,55.1
9.7,3.1,54.9
9.7,2.7,54.4
9.7,2.7,54.8
9.7,2.7,56.2
9.7,2.8,55.5
9.4,2.7,55.9
9,2.7,55.4
9,2.7,56.5
9,2.7,56.2
8.7,2.7,57.4
8.7,2.5,57.4
8.7,2.5,58.1
8.7,2.5,58.2
8.7,2.6,56.8
8.7,2.6,57.3
8.7,2.5,58.2
8.4,2.5,58.1
8.4,2.6,57.9
8.1,2.6,58.4
8.1,2.6,58.1
8.1,2.5,58.7
8.1,2.6,59.2
8.1,2.5,60
8.1,2.6,59.5
8.1,2.5,60.3
8.1,2.5,60.6
8.1,2.5,59.5
8.1,2.6,59.3
8.1,2.6,59.3
7.7,2.5,58.7
8.1,2.7,57.1
8.1,2.7,58.1
8.1,2.8,58.4
7.7,2.5,59.6
7.7,2.5,59.2
7.4,2.5,59.3
7.7,2.8,59.8
7.7,2.6,59.3
7.7,2.5,58.9
7.7,2.6,58.2
7.7,2.8,58.4
7.7,2.6,59.6
7.7,2.6,60.1
7.7,2.7,59.2
7.7,2.8,59.5
7.4,2.8,59.5
7.1,2.8,62.5
6.5,2.8,65.3
6.5,2.9,66.9
6.8,2.5,66.9
7.1,2.6,66.3
7.1,2.8,64.9
7.1,2.4,64.1
7.1,2.4,65.5
6.8,2.5,66.1
6.5,2.5,66.7
6.5,2.6,66.6
6.1,2.5,66.7
6.5,2.3,67.1
6.5,2.4,66.9
6.1,3.1,67.1
5.8,12.4,67.1
6.5,46.9,66.7
6.5,71.6,67.1
6.8,84.2,67.2
7.1,85.6,66.9
6.1,52.5,66.9
6.1,76.8,66.6
6.8,84.5,66.6
7.4,91.4,66.7
7.4,89.1,66.9
7.4,91.4,65.8
8.1,92.7,64.9
7.1,87.7,67.1
7.7,92.4,66.4
11.9,97.8,55.5
7.1,89.5,66
8.4,95.7,66.1
8.1,87,65.8
10.3,97.6,66.4
9.4,91.6,61.9
10,96.1,58.1
12.3,97.7,50.8
11.6,95.5,52.4
11,97.3,54.8
13.9,97.8,49.2
10.3,93.6,58.9
11.3,96.5,54.1
13.9,97.9,48
12.9,95.2,47.2
13.5,97.9,45.9
13.5,96.5,43.1
12.6,94.5,46.6
12.9,98.2,46.7
14.8,97.1,42.8
14.8,98.2,43.6
12.9,93.3,46.4
12.6,94.2,47
13.5,97,45.5
13.2,96.5,44.7
12.6,96.2,45.9
12.3,85.3,48.1
12.3,94,47.8
12.9,95.4,48
12.3,81.4,49.9
11.9,53.7,51
11.6,23.3,52.6
11,3.1,56.3
10.6,2.7,58.1
11,2.9,57.3
11,2.9,55.9
10.6,2.8,56.5
10.6,2.8,56.2
10.6,3,55.4
10.6,2.9,56.5
10.6,3,56.7
10.3,2.9,58.4
10.3,2.8,57.9
10.3,2.7,58.1
10,2.7,59.2
10.3,2.7,58.4
10.3,2.6,58.9
10.3,2.8,57.4
10.3,2.9,57.8
10.3,2.7,58.7
10.3,2.7,58.5
10.3,2.6,60.1
10.3,2.7,60.6
10.3,2.7,60.4
10.3,2.7,60.3
10.6,2.6,58.7
10.6,2.6,59.8
10.3,2.5,60.6
10,2.5,61.1
10.3,2.6,60.8
10.3,2.7,60.4
10.3,2.7,61.9
9.7,2.4,64.2
10.3,2.3,62.2
10.3,2.2,62.3
10,2.2,62.3
10,2.2,62.3
10,2.3,61.2
10,2.3,61.4
10.3,2.3,61.4
10.3,2.4,60.8
10.3,2.4,60.3
10.3,2.4,60.9
10,2.4,60.8
10.3,2.3,60
10,2.3,60.9
10,2.3,60.3
9.7,2.3,60.4
10,2.3,60.4
10,2.4,59
10,2.4,59.3
10,2.4,59.8
10.3,2.5,59.8
10,2.4,59
10,2.4,60.1
10,2.4,59
10,2.4,59
10,2.5,59.5
10.3,2.5,58.9
10.3,2.5,59.3
10.3,2.6,59.2
10,2.5,59.8
10,2.4,61.7
10,2.4,61.9
10,2.5,61.9
10.3,2.5,61.9
10.3,2.4,62.3
10.3,2.5,62
10.6,2.7,62
10.3,2.6,63.6
10.6,2.5,62.3
10.3,3,63.7
10.6,8.4,63.3
10.3,33.8,63.7
10.3,35.7,63.4
10,53.2,65
10.3,62.6,64.7
10.3,77.4,65.3
10.3,73.2,64.5
10.3,80.6,65
10.6,86.1,64.9
10.6,88.2,64.9
10.6,83.9,65.3
11,90.6,63.7
13.5,97,59
12.6,96.5,60.8
11.9,93,61.9
11.9,92.4,62.2
11.9,94.1,61.9
11.9,91,62.2
13.2,96.8,63.9
13.9,96.2,57.9
13.5,95.3,57.9
13.2,93.2,58.4
13.5,92.9,58.9
14.8,97.8,57.4
14.5,95.8,58.1
13.2,92.7,61.7
13.9,93.1,60.6
12.6,91.1,67.1
14.5,96.5,64.1
14.2,93.6,62
14.2,92.1,63.6
14.8,98.1,67.8
13.2,92.7,67.5
13.5,95.8,67.4
13.9,93.8,67.2
14.2,93.4,67.5
15.2,98,67.7
15.5,98,65.5
14.5,94.6,65.5
12.9,50.5,67.5
12.6,47.1,67.4
13.2,3.4,67.7
12.9,3.3,67.8
12.6,3,67.4
12.9,3.2,67.8
12.9,3.2,68
12.6,3.2,67.7
12.6,3.1,67.4
15.2,79.7,48.8
14.8,53.8,49.4
14.8,28.3,49.7
14.5,10.6,50.3
14.2,4.2,52.7
14.2,3.1,52.2
14.2,2.9,51.8
14.2,2.9,51.4
14.2,2.9,51.6
14.2,2.9,51.6
13.9,3,52.7
13.9,2.9,52.2
13.9,2.9,52.6
13.5,2.8,52.7
13.5,2.9,53.5
13.2,2.9,54.3
12.9,2.9,54.9
12.9,2.9,55.2
12.9,2.5,55.2
12.6,2.6,55.9
12.3,2.6,55.9
12.3,2.5,56.7
12.3,2.6,56.8
12.3,2.6,55.9
12.3,2.6,56
12.3,2.6,56.5
11.9,2.5,56.3
11.9,2.4,56.3
11.9,2.4,57.3
11.6,2.4,57.1
11.6,2.4,57.8
11.6,2.4,57.8
11.6,2.4,57
11.9,2.4,56.7
11.6,2.4,57.6
11.6,2.4,57.4
11.6,2.4,57.3
11.6,2.4,57.8
11.6,2.4,57.1
11.6,2.4,57.1
11.9,2.3,56.7
11.9,2.4,56
11.9,2.3,56.5
11.9,2.3,56.8
11.9,2.4,56.5
11.9,2.3,56.5
12.3,2.4,56.2
12.3,2.4,55.7
12.3,2.4,56.7
12.6,2.4,55.5
12.6,2.4,55.5
12.3,2.4,55.9
12.3,2.4,56
12.6,2.3,54.8
12.6,2.3,55.1
12.6,2.3,55.7
12.3,2.4,55.9
12.3,2.4,56.3
12.6,2.4,56.2
12.6,2.4,55.9
12.3,2.4,56
12.3,2.4,56.3
12.3,2.4,56.5
12.3,2.5,56.2
12.9,2.5,55.5
12.9,2.5,54.8
12.9,2.5,54.6
12.9,2.5,55.7
13.2,2.5,54.4
12.9,2.4,56
12.9,2.4,55.7
12.9,2.3,55.5
12.9,2.3,54.8
13.2,2.3,53.3
13.2,2.2,53.2
13.2,2.3,52.7
13.2,2.3,52.6
13.5,2.3,51.9
13.2,2.4,52.6
13.2,4,53.7
12.9,15,53.5
12.6,72.3,54.8
12.6,78.5,55.2
12.6,78.1,55.5
12.6,82.6,55.4
12.6,85.5,55.7
12.9,87.2,54.9
12.9,90.3,54.6
12.9,89.4,54.6
12.9,91.9,54.3
13.9,97.4,53.5
13.9,94.1,53
14.5,95.6,52.4
14.2,95.3,52.1
14.8,94.8,52.1
15.8,97.6,50.3
15.8,94.9,50.5
18.4,96.2,44.4
15.2,93.3,52.4
15.5,93.5,52.1
15.2,94.2,52.9
14.8,93,53.5
15.2,94.3,54
15.5,95.8,53.5
16.1,96,51.9
15.8,95.7,53
17.4,96,50.8
19,97.8,47
19,97.9,47.8
19.4,97.9,46.4
20.3,98,44.7
20.6,98,43.9
21.9,98.1,42.3
22.9,97.8,39.9
21.3,97.8,43.1
22.6,98.2,40.9
22.6,98.2,40.9
21.3,98.1,43.6
21.6,98.2,42.8
21,98.2,43.1
21.9,98.2,42.6
18.4,95.4,49.6
16.8,75.6,53.8
16.1,58.9,54.3
15.5,2.6,56.2
15.5,2.6,56.3
15.2,2.6,57.9
14.8,2.6,58.4
14.8,2.6,58.7
14.8,2.6,59.6
14.5,2.6,59.6
14.8,2.5,59.6
14.8,2.5,59.5
14.8,2.5,59.6
14.8,2.5,60.3
14.8,2.5,60.8
14.5,2.4,61.5
14.8,2.4,60.6
14.8,2.4,60.6
14.5,2.5,60.9
14.5,2.3,61.2
14.2,2.3,61.9
13.9,2.5,62
13.9,2.4,62.5
13.5,2.5,63.4
13.9,2.5,62.6
13.9,2.5,63.9
13.9,2.5,63.7
13.9,2.5,63.7
13.9,2.5,63.4
13.5,2.5,63.3
13.5,2.3,63.3
13.5,2.3,63.6
13.5,2.3,63.7
13.5,2.3,64.4
13.5,2.3,63.7
13.5,2.3,63.6
13.9,2.2,63.4
13.5,2.2,64.4
13.5,2.3,63.7
13.2,2.3,64.2
13.2,2.3,64.4
13.5,2.2,64.1
13.5,2.3,64.2
13.5,2.3,63.3
13.5,2.2,63.7
13.9,2.3,63.4
13.9,2.3,63.4
13.9,2.2,63.1
13.9,2.2,63.6
13.9,2.2,63.6
13.9,2.3,64.4
13.9,2.3,63.4
13.5,2.3,63.9
13.5,2.3,64.4
13.5,2.3,64.4
13.2,2.3,65.2
13.2,2.3,65.2
13.2,2.3,65
13.2,2.3,65.5
12.9,2.3,65.3
12.9,2.3,65.8
12.9,2.3,65.5
12.9,2.3,65.6
13.2,2.3,65.5
12.9,2.3,65.3
12.9,2.3,65
12.9,2.3,64.9
12.3,2.3,66.9
12.6,2.3,66.1
12.9,2.2,65.6
13.2,2.2,65.2
12.9,2.4,65.5
13.2,4,65
13.2,12.7,65.2
13.2,34,64.7
13.2,61.2,65
13.2,79.5,65
13.5,87.7,64.7
13.5,90.5,64.7
14.5,96,63
13.9,92.2,63.7
14.2,96.4,63.1
14.2,93.7,62.6
14.5,92.4,62.6
14.5,93.5,62.6
14.5,92.4,62.3
14.5,94.7,61.9
14.8,95.2,60.6
17.1,97.9,57.8
15.8,96.1,58.7
15.8,95.4,59.2
17.1,97.4,55.5
17.1,97.9,55.1
19,98,51.3
16.8,96.1,54.8
16.8,95.9,54.9
17.1,96.7,53.7
16.8,95.6,55.1
16.8,95.9,55.9
17.1,96,55.1
17.7,97.7,53.8
20,97.9,48.9
21,97.7,45.9
21.9,98,44.4
21.9,97.8,44
21.6,98,44.4
22.6,98,42.9
23.2,98.1,40.6
23.2,98.1,39.8
22.6,98.1,42.1
21.6,98.1,43.1
22.3,98.2,42.8
22.3,98.2,43.4
22.3,98.2,42.6
22.3,96.6,42.3
22.3,96.6,41.8
21.3,98.2,42.8
23.5,98.2,37.1
23.5,98.1,37.1
23.5,98.1,38
22.3,98,40.1
22.6,97.9,37.7
22.6,97.8,37.6
22.3,97.6,38.4
20.6,96,40.9
19,84.1,42.5
18.4,59.4,44.2
18.1,28.5,45
18.1,8.2,45.1
17.7,3.5,46.1
17.4,2.8,47.5
17.4,2.8,48
17.4,2.8,49.2
17.1,2.8,51.3
16.8,2.9,52.7
16.8,2.9,53.2
16.8,2.9,53.5
16.8,3.1,51.9
16.8,3,51.6
16.8,3,51.9
15.8,3.1,54.6
15.2,2.7,58.4
15.2,2.7,59.2
14.8,2.7,59.5
14.8,2.8,59.8
14.5,2.8,61.7
14.2,2.9,63.9
13.9,2.8,63.9
13.9,2.7,63.4
13.9,2.6,60.9
13.9,2.6,59.5
13.9,2.7,58.1
13.9,2.7,58.9
13.9,2.7,59.2
13.9,2.6,58.5
13.9,2.7,58.5
13.9,2.9,56.5
13.9,2.8,56.8
13.9,2.8,56.2
13.5,2.9,56.5
13.5,2.8,56.3
13.5,2.6,57.1
13.5,2.6,57
13.5,2.5,56.7
13.5,2.5,57
13.5,2.5,57.1
13.5,2.5,57.4
13.5,2.4,55.7
13.5,2.5,54.9
13.5,2.5,55.4
13.2,2.5,56
13.2,2.4,54.4
12.9,2.4,54
12.9,2.4,53
12.9,2.5,51.8
12.9,2.4,51.6
12.6,2.4,52.9
12.3,2.4,52.9
12.3,2.4,52.9
11.9,2.4,53.7
11.9,2.5,53.5
11.6,2.5,53.5
11.3,2.5,54.8
11.3,2.5,54.6
11.3,2.5,55.4
11.3,2.5,55.2
11.3,2.5,54.6
11,2.5,54.3
11,2.5,55.1
10.6,2.5,55.9
10.6,2.5,55.2
10.6,2.5,55.7
10.6,2.5,55.5
10.3,2.6,56.7
10.6,2.5,54.6
10.3,2.6,55.7
10.6,2.6,55.7
10,2.6,55.4
10.3,2.5,55.5
10.3,2.5,55.1
10.3,2.6,54.1
10.6,3.1,54
10.3,7.1,54.1
10.3,27.3,54.1
10.6,56.4,54.9
10.3,75.4,53.8
10.3,83.7,53.3
10.6,93.4,53.8
12.3,95,50.5
13.2,96.8,48.8
14.2,97,46.4
14.2,97.2,46.7
15.5,95.6,45.9
15.5,97.5,47
14.8,96.9,47
13.2,95.5,48.6
14.2,96.2,48
12.9,94,50.3
17.1,97.8,43.1
17.1,97.8,42.1
15.8,97.7,45.5
20.6,97.8,37.7
14.8,95.8,46.7
18.1,97.8,40.7
18.4,97.8,39.6
19.7,97.8,38.2
18.4,97.4,38
18.1,97.6,39.9
17.7,96.6,38.2
15.5,95.6,42.3
15.2,94.7,43.7
17.4,96.9,39.3
15.5,96.3,44
16.1,96.7,41
15.8,95.8,42.9
14.8,93.5,43.6
14.8,94.8,42.1
14.8,93.8,43.3
14.8,93.5,43.1
14.8,93.8,43.6
14.8,94.9,42.3
14.8,93.8,42.8
15.2,93.3,44.2
15.2,93.9,42.3
15.2,93.9,43.4
14.8,94.4,43.1
15.5,94.9,42.1
15.5,94.3,42.9
15.5,94.4,43.6
17.1,96.7,39.8
14.8,90.2,42.3
14.5,86,44.2
14.8,81.5,42.9
14.5,76.5,43.6
14.5,66.1,43.4
14.5,52.6,44
14.2,36.4,44.5
14.2,17.3,44.2
14.2,3.4,44.8
14.2,3.1,44.8
14.2,3.1,45.8
14.2,3.1,45.5
13.9,3.2,46.2
13.9,3.2,46.4
13.9,3.1,46.9
13.5,3,46.7
13.5,3,48.1
13.2,2.9,48.1
13.2,2.9,48.1
13.2,2.5,48.3
13.2,2.7,48.5
13.2,2.7,48.8
12.9,2.6,49.9
12.9,2.6,49.9
12.9,2.6,49.4
12.9,2.6,49.1
13.2,2.6,48.9
13.2,2.7,49.2
13.2,2.7,48.8
13.2,2.7,48.9
13.2,2.7,49.4
13.2,2.7,49.2
13.2,2.7,49.4
12.9,2.7,49.6
12.9,2.7,50
12.9,2.7,50.3
12.9,2.7,50.7
12.9,2.7,51
12.9,2.7,50.8
12.9,2.7,51.3
12.9,2.7,50.5
12.9,2.5,50.5
12.6,2.5,51.6
12.6,2.4,52.7
12.3,2.5,52.7
12.3,2.5,53.2
12.3,2.5,53.8
12.3,2.5,52.1
12.6,2.5,52.2
12.6,2.5,53.3
12.3,2.5,54.3
12.3,2.5,55.5
11.9,2.4,56.5
11.9,2.5,57.1
11.9,2.4,57.9
11.9,2.4,57.8
11.9,2.4,57.8
11.9,2.5,57.8
11.9,2.5,57.8
11.9,2.4,56.8
11.9,2.4,56.7
11.9,2.5,57
11.9,2.5,57
11.9,2.5,57
11.9,2.5,56.5
11.9,2.5,56.7
11.9,2.5,55.9
11.9,2.5,55.9
11.6,2.5,57.4
11.6,2.5,56.8
11.6,2.5,56.7
11.6,2.4,58.7
11.6,2.4,58.2
11.3,2.4,58.4
11.3,2.4,58.9
11,2.4,59.2
11,2.4,59.5
11,2.4,59.5
11,2.4,59
11,2.4,59.6
11,2.2,58.9
11,2.3,58.9
11.3,3,58.1
11,8,58.5
11,29.7,59
11,58.9,58.2
10.6,74.9,58.1
10.6,82.8,58.7
11,86.4,59.6
12.9,96,55.2
13.9,97.1,52.1
14.2,97.4,50.8
15.8,97.4,49.1
15.8,97.5,48.5
14.2,96.9,52.6
16.5,97.7,46.1
16.1,97.7,46.6
15.2,95.3,47.8
16.8,97.8,44.7
17.4,97.8,43.6
17.7,97.8,43.1
17.4,97.8,42.8
18.4,97.8,39.8
18.1,97.8,40.1
19,97.8,38
19,97.8,37.9
19,97.8,36.8
18.4,97.5,36.9
16.8,95.8,39.9
20.3,97.8,33.8
19,97.8,36.8
20,97.8,35.4
19.7,97.8,35.4
19.7,97.8,34.4
18.7,97.8,36.2
19.7,97.9,35.8
19.4,97.3,35.5
18.1,97.2,37.4
19.4,98.1,35.4
19.7,97.2,34.1
18.4,98.2,37.3
18.1,96.2,36.9
20,96.4,33.9
16.8,94.7,41.5
17.7,97.5,39.6
18.4,96.7,37.3
16.8,93.9,41.7
16.5,92.3,43.3
15.8,87.8,44.8
15.8,84.1,45.8
15.8,84.7,46.2
15.5,85.7,46.1
15.5,86.9,46.9
16.5,94.1,44.5
15.5,68.9,46.4
15.2,50.7,46.7
15.2,33.6,47.2
14.8,17.2,47.8
14.5,4.7,49.2
14.5,3.2,49.6
14.2,2.6,49.2
14.5,2.7,50
14.2,2.8,51.3
14.2,2.7,51.4
14.2,2.7,50.7
14.2,2.7,51
14.2,2.8,50.7
13.9,2.8,50.7
14.2,2.7,50.2
14.2,2.6,50.7
13.9,2.6,51.4
13.9,2.8,51.8
13.9,2.7,53.3
13.9,2.5,54.3
13.5,2.6,54.8
13.5,2.6,54.4
13.5,2.6,55.4
13.2,2.6,55.2
13.2,2.4,55.2
13.2,2.4,56
12.9,2.4,56.5
13.2,2.6,55.9
13.2,2.6,56.3
13.2,2.5,56
12.6,2.5,56.5
13.2,2.6,56.3
13.2,2.6,56.5
13.2,2.5,56.8
13.2,2.6,56.5
13.2,2.7,57.3
13.2,2.8,57.8
12.9,2.8,58.4
12.9,2.7,58.7
12.9,2.7,58.7
12.9,2.6,58.7
12.9,2.6,59
12.9,2.7,58.9
12.6,2.5,59.3
12.6,2.5,58.5
12.6,2.4,58.7
12.3,2.4,60.1
11.9,2.5,61.2
11.9,2.5,60.6
11.9,2.4,59.3
11.9,2.4,59.3
11.9,2.4,59.6
11.9,2.6,59.2
12.3,2.5,58.5
12.3,2.4,55.4
12.3,2.4,55.4
12.3,2.5,56.2
12.3,2.5,56.2
12.3,2.5,55.7
12.3,2.4,55.5
12.3,2.4,54.9
12.3,2.5,55.2
12.3,2.4,54.1
12.3,2.5,54.1
12.3,2.6,54.9
12.3,2.5,56.2
12.3,2.5,56
12.3,2.5,57.1
12.3,2.5,57
12.3,2.5,57.4
12.3,2.5,58.2
12.3,2.5,58.1
12.3,2.5,57.6
12.3,2.5,58.5
12.3,2.3,58.2
12.3,2.3,57
12.3,2.4,56.8
12.6,3,56.3
12.6,10.7,54.9
12.6,30.1,54.9
12.6,59.1,55.7
12.6,69,54.9
12.9,74.1,54.1
12.9,79.9,54.4
12.9,84.6,54.3
12.9,86.4,54.9
12.9,87.2,55.5
12.9,89.2,56.5
12.9,91.6,56.2
13.2,92.2,55.9
13.2,91.9,56.2
13.5,92.9,55.5
13.5,93.1,55.4
13.9,93.7,54.9
14.2,93.2,53.5
14.5,93,52.7
15.2,94.3,51.8
17.4,96.7,48.5
18.1,97.8,45.5
18.4,98,45.9
16.8,95.8,48.5
15.8,94.4,50.8
15.5,93.6,51
14.8,90.4,53.2
14.2,89.5,54.9
14.5,90.1,54.4
13.2,94.7,61.7
14.2,92.6,56.8
14.5,93.9,55.5
14.8,93.5,54.8
15.2,93,51.8
16.8,96.1,44.7
18.7,95.9,39.8
17.1,94.3,41.4
16.1,92.6,45.9
12.9,93.4,60
11.9,88.6,60.1
11.6,90.4,62.5
12.3,91,59.3
12.6,90.2,59.5
12.9,88.2,57.8
12.6,87.6,58.9
12.6,90.4,59.8
12.9,91.8,59.8
12.9,93.2,59.6
18.4,97.9,50
16.1,97.7,51.8
15.5,94.9,53.3
13.9,84.9,56.3
13.5,63.7,56.5
13.2,39.9,54.4
12.6,15.3,57.4
12.3,6.4,58.2
11.6,3.2,62.5
