tempavg,lightavg,humidityavg
17.1,2.8,40.6
17.4,0.7,40.6
16.8,0,-16.5
18.1,2.8,43.3
17.4,11.5,31.4
16.5,2.9,41.5
16.8,0.8,41.2
15.8,1,45.1
16.8,3.5,48.8
16.1,11.1,39.9
16.1,3.4,51
15.8,3.4,53.3
19,70.2,35.1
18.4,77.9,-24.1
19.4,62.8,30.5
20.6,88.8,37.1
19.4,87.6,38
20,51.7,37.1
18.4,64.8,35.8
18.7,61.7,35.5
18.1,70.8,-24.2
19.4,57.6,24.5
18.1,32.5,36
18.4,25.6,36.5
17.7,32.6,-23.9
15.8,3.4,52.4
14.8,1.1,48
13.9,3.4,59.3
13.2,1.1,53
19,53.3,31.3
20.3,81.6,39.5
19.7,39.4,37.7
18.4,52.3,36
18.4,47.6,36.3
17.7,56.3,-24.2
17.4,4.3,38.2
17.7,1.6,38.5
17.4,1.3,-22.5
17.4,1.8,36.6
18.4,3.4,45
17.4,1.1,42.3
18.4,2.8,42.8
16.1,3.3,49.9
15.5,1,46.6
14.2,11.5,45.9
13.5,3.4,60.3
12.9,1.1,52.4
16.1,94.5,45.9
27.7,98,35.1
26.1,98,36.5
13.9,5.3,51.6
14.8,3.3,59.2
14.5,3.4,61.1
13.2,2.3,53
18.4,96,45.9
18.7,36.9,31.4
18.7,66.5,39.2
20,66.8,40.6
19.7,21.4,37.9
18.4,17.2,32.1
19.7,42.4,41
18.4,41.3,39.6
19.4,6,38.5
19,35.1,26.5
18.1,12.6,37.3
18.4,7.3,37.1
17.4,9.2,-23.4
18.4,5,33.3
19.4,16.2,42.1
19.4,3.2,39.3
18.1,2.2,33.8
19,5.7,42.8
19,2.8,40.1
17.4,3,39.2
17.7,0.8,39
17.1,0.2,-17
17.7,1.8,35.1
18.4,3.5,44.4
17.7,1.1,42.5
18.7,2.8,41.7
16.8,2.9,41.4
17.4,0.7,40.7
16.5,0,-16.3
17.1,1.8,36.5
18.1,3.4,46.1
17.4,1,43.7
18.4,2.8,43.3
17.1,1.8,36.6
18.1,3.5,49.9
17.4,1,42.8
18.1,2.8,43.1
17.7,11.2,30.8
17.1,0.8,41.5
16.1,0,-18.1
17.1,1.8,36.5
18.1,3.5,44.5
17.1,1,42.9
16.1,0,-11.8
16.8,1.8,36.3
17.7,3.6,46.2
15.8,0,-18.9
16.5,1.9,37.1
16.8,1.1,43.4
16.1,3.3,50.8
15.5,1,46.2
15.2,11.6,44.7
14.2,11.4,43.9
14.5,3.5,60.4
14.5,3.4,60.3
13.9,11.3,48.3
13.5,87.5,61.4
18.1,2.8,42.8
17.4,11.6,30.8
16.1,3,41.7
16.8,0.8,41
17.7,11,40.1
15.8,0.1,-17.9
16.8,1.9,36.9
17.7,3.5,45.9
17.4,2.9,43.3
17.1,11.5,33.3
15.8,3,42.5
16.1,0.8,41.8
15.5,0,-19.8
16.5,1,45.1
17.4,3.5,47.3
15.2,3.3,56
14.2,1,49.6
14.5,11.7,43.9
14.5,3.4,57.1
13.9,1.1,51.4
14.2,10.9,51.6
15.8,3,43.1
16.1,0.8,42.6
17.1,3.5,48
16.1,1.1,44.8
17.4,2.8,44.2
16.1,1.1,44.8
16.5,11.2,38.7
16.5,3.3,51.1
15.5,1.1,45.5
15.2,1.1,46.9
13.2,1.1,52.2
14.2,3.4,59
13.9,11.3,47.7
15.8,11.3,40.6
14.5,11.3,44.4
14.8,10.3,48.9
14.8,1.1,48.5
15.5,3.4,53.7
14.8,11.6,43.4
15.2,3.4,57.4
14.2,1,50.3
15.2,3.3,57.8
14.2,1.1,50.3
14.5,3.4,57.3
13.9,1.1,51.8
14.5,3.4,59.6
13.5,1.1,51.3
14.2,91.7,61.1
13.2,90.7,52.2
24.8,97.1,32.5
24.2,97.5,33.3
14.5,74.7,59.5
13.9,72.9,52.4
15.5,94.8,50.7
17.1,95.1,50.7
16.8,95.6,45.6
14.2,3.5,58.4
13.2,1.1,51.8
13.9,3.4,58.4
13.5,11.3,51
13.5,11.2,49.2
13.9,3.4,59.5
13.2,1.1,52.9
13.9,3.4,59.8
12.9,1.1,51.8
13.2,11.6,49.6
13.5,3.4,59.8
12.9,1.1,52.4
13.9,3.4,61.4
13.5,3.5,59.2
13.5,3.5,58.4
12.9,1.1,52.4
13.9,3.4,58.9
12.9,1.1,51.8
12.9,11.1,51
13.5,3.4,60.8
12.6,1.1,52.2
13.2,3.4,60
12.3,1.1,52.9
12.9,11.3,50
13.2,10.2,51.8
13.2,2.6,59.8
12.6,1,52.6
12.9,11.6,50.5
13.2,2.7,60.9
12.6,1.1,53.5
12.9,11.2,50.3
13.5,3.2,61.1
12.6,1.6,53.7
12.9,12.1,49.2
13.5,7.5,61.1
12.6,5.1,53.2
12.9,16.2,51
13.2,28.2,60.3
12.6,24.4,53.7
13.2,60.3,60.8
12.3,57.4,53.5
12.6,59.9,51
13.5,76.8,62.3
12.6,74,52.4
13.5,84.3,62.8
12.9,84.3,53
12.6,88.2,54
14.2,91.3,49.1
13.2,91.1,52.7
13.9,90.2,60.4
12.9,89.1,53.5
15.2,93.8,46.7
13.5,91.9,52.6
14.5,91.8,61.7
16.1,93.5,43.4
14.2,93.3,50
13.5,90.8,59.3
12.9,89.8,52.7
19,96.2,43.4
21.6,97.5,36.3
21.3,96.8,31.4
23.5,97.4,36.5
23.5,97.6,36.8
22.6,98.1,34.9
13.5,92.3,52.1
13.9,91.3,60.1
12.9,90.3,52.9
17.7,94.5,43.6
13.5,92.7,51.6
16.5,94.3,51.8
16.1,94,47.3
17.1,94.8,49.7
17.1,94.7,45.8
21,95.5,37.6
14.5,3.4,61.7
13.2,5.8,53.3
13.2,10.4,48.9
14.2,3.4,60.6
13.5,1.6,52.6
14.5,3.3,61.2
14.8,92.1,63
13.9,91.5,50.7
14.5,92.2,58.4
14.8,92.4,56.2
22.3,97.7,38
21.6,97.5,41.5
14.8,93.6,47.8
14.5,92.2,49.1
14.5,3.4,58.5
13.5,5.7,53
14.5,3.4,59.6
13.5,6.4,52.4
14.5,10.9,52.2
15.2,93.8,47.5
15.5,92.9,54.4
14.8,92.5,48.5
15.8,93.1,54
15.8,93.9,46.6
15.2,92.8,48.3
15.8,93.3,53.3
18.4,96.5,41.2
23.2,97.6,36
16.1,93.6,53.5
15.5,93.3,48.5
18.1,96.4,38.2
16.5,95.6,44.4
17.7,96.2,40.6
23.5,96.2,34.3
23.2,97.8,39.6
26.1,98,36.6
18.7,83.8,49.9
17.1,83.3,45.8
17.1,60.1,36.6
17.1,3.3,52.9
16.1,1.6,47.8
13.5,1.5,52.2
14.8,3.3,60.4
14.2,10.7,43.1
17.1,95.9,41.8
21.3,97.1,43.6
20.3,97.7,40.6
22.6,98.2,36.8
22.6,96.9,41.7
22.3,97.5,39.6
22.3,98.6,36.9
17.4,95.8,47.3
20,97.6,40.7
16.8,92.6,36.6
17.1,95.8,41.2
17.7,96.2,45.6
18.7,96.5,46.4
22.6,97.7,37.6
22.9,97.3,36.3
22.6,97.6,34.7
22.9,97.3,40.9
22.3,97.6,40.1
21.9,95.9,37.6
21.9,96,37.1
22.3,97.6,37.7
19,92.1,39.3
18.4,96.6,37.3
18.4,96.8,37.1
22.3,95.9,41.5
21.9,95.9,39
22.9,97.8,38.5
26.5,98.1,35.4
18.1,76.9,47.2
17.1,77,44.5
14.8,11.4,49.7
15.2,3.3,57.6
14.5,11,41.7
14.5,10.3,52.9
14.8,3.4,60.6
14.2,1.6,53.8
14.5,11.1,52.9
14.2,92.9,54
21.6,97.8,34.4
23.9,97.7,35.1
20,96.6,36.9
22.9,98,32.1
21,95.9,42.3
20.3,96,39.8
22.6,96.9,29.8
26.1,97.5,30.8
24.5,97.7,33
23.2,97.8,44.2
23.5,97.8,40.9
23.9,97.6,43.7
20,95.1,44.5
21.3,97.9,33.6
14.5,10.9,42.9
14.8,3.4,59.8
14.2,3.4,60.3
22.6,98,30.8
22.3,95.2,32.4
21.6,95,34.9
21.9,95.8,35.8
21.9,96.6,39.6
21.6,96.7,39.6
20.6,98.1,37.7
22.9,96.6,39.3
22.9,98,36.6
22.9,97.3,39.9
22.9,97.5,37.7
22.6,97.8,37.1
22.6,97.4,39.9
22.3,97.4,40.7
22.3,97.5,37.9
22.9,97.8,38.7
22.3,97.5,38.4
21.9,97.8,39
22.3,96.5,40.9
22.6,97.6,38.7
23.9,97.9,36.5
22.6,98.4,35.7
22.6,97.5,39
23.2,97.7,39
25.8,98,36.3
22.9,96.4,39.9
22.6,97.8,36.6
24.2,96.3,38.8
24.8,96.5,37.1
24.8,97.8,37.1
25.8,98,36.8
23.9,97.8,38.5
25.8,98,35.7
23.5,97.8,41.8
23.5,97.9,39.6
22.9,97.8,43.9
25.2,98.1,39.2
14.2,10.5,52.6
13.5,10.1,45.5
23.5,97.7,38
26.1,98,34.7
22.9,97.7,37.3
26.8,98,35.2
23.9,98.6,34.7
22.9,97.9,41
27.1,98.1,36.5
16.5,12.2,43.6
16.5,3.5,50.3
15.8,1.5,45.9
16.1,3.5,51.9
15.5,2,47.7
15.8,3.6,53.2
14.8,5.3,49.1
15.8,11.4,46.2
15.5,3.4,55.7
14.5,10.9,51.1
14.5,3.4,59.3
13.5,6.3,53.2
14.5,3.3,60.3
13.5,1.4,53.7
14.8,3.5,60.4
14.2,2.2,54
23.5,97.8,38
26.8,98.1,35.8
22.6,97.8,39.2
26.5,98.2,35.7
23.2,97.9,39.5
27.1,98.1,36.6
23.9,97.9,40.6
26.1,98.2,36.8
22.3,98.1,30.2
18.4,86.3,48.6
17.4,85.9,45.1
17.4,16.9,50.5
16.5,15.2,45.6
16.1,11.1,44.5
16.1,3.6,53.5
15.5,1.5,48
15.8,3.4,54.3
14.5,11.8,54
15.8,94.5,54.3
15.5,94,49.6
23.2,97.7,42.5
24.8,97.7,39.8
21.9,98.1,32.1
19.7,87.5,48.9
18.1,87.3,44.2
21.9,97,43.3
19,93.4,42.3
18.7,96.7,29.5
17.7,86.5,36.2
18.1,66.5,48.9
16.8,66,44.4
17.4,44,49.9
16.8,43.4,45.3
17.1,3.3,55.1
16.1,2.2,47.7
15.8,1.5,46.7
15.8,3.5,52.4
15.2,1.4,48.1
14.5,11.3,52.7
14.2,88.3,62.3
13.2,86.9,54.3
17.4,5.8,53
16.5,3.4,46.4
17.1,3.9,54
16.5,3,47
17.1,3.5,52.9
16.5,2.2,47.2
14.5,3.4,60.6
13.2,1.5,52.7
17.1,3.2,54.3
16.1,1.8,47
14.2,5.4,50.5
15.2,3.5,57.9
16.8,3.5,51.6
14.8,5.3,50.2
13.9,1.7,51.9
14.8,3.4,60.3
13.9,10.5,43.3
16.5,3.6,51.8
15.8,5.3,46.4
16.1,11.3,38.7
16.1,3.4,51.9
15.2,5.4,47.7
15.2,11.1,41
15.5,10.8,46.9
15.5,3.4,55.1
14.2,2,49.9
15.5,3.4,56.7
15.2,3.4,59.3
14.2,1.4,51
14.2,10.9,41.7
14.5,3.4,59.8
13.2,1.2,52.6
13.2,1.6,52.9
14.5,3.4,61.1
13.5,9.8,48.6
14.2,11,51.6
14.2,11,51.6
14.8,3.4,62
14.2,8.1,53.7
14.2,10.2,47.3
13.9,16,49.4
14.8,3.4,61.1
13.9,1.6,53.5
13.9,10.1,46.9
14.8,3.4,61.9
13.5,2.3,52.6
13.5,2.1,54.3
14.2,3.4,61.1
14.5,3.5,60.9
13.9,2.6,53.5
14.2,10.1,48.6
14.8,2.6,60
13.9,1.5,52.6
14.5,2.7,59.6
14.5,3.4,60.8
13.9,2.5,52.9
14.5,8.3,60
13.9,7.1,52.7
14.5,28.3,59.2
13.9,35.8,47.3
14.2,51,51.9
13.9,53.1,52.4
14.5,54.1,59.8
14.5,67.5,60
13.5,66,51.9
14.2,78.2,51.8
13.9,68.3,46.6
14.5,76.5,61.4
13.5,75.1,52.6
14.2,83.6,52.6
13.9,88.9,54.3
14.5,89.2,63.3
13.2,88.1,54.3
14.2,84.2,62
13.2,83,53.7
13.5,84.6,51.3
14.2,90.2,54.6
16.1,94.2,56.2
15.8,93,45.8
15.8,93.9,47.7
17.1,94.3,52.6
14.5,90.3,63.4
13.2,89.1,54.8
13.5,87.5,53.2
13.9,91.7,55.1
14.5,91.1,63.4
13.5,90,54.8
14.8,92.1,62
14.2,91.3,54.3
14.5,92.9,51.4
14.2,94.3,53.7
15.2,94.2,59.5
19.4,93.4,41.8
15.5,95.6,51.8
16.5,91.2,39.9
15.2,94,51
16.1,94.2,59.3
16.8,94.9,43.3
15.5,94.1,57.8
14.8,93.7,51.3
16.1,95,46.1
16.8,94.5,51.9
16.1,94.3,46.4
16.1,91.1,39.2
16.5,94.8,42
17.1,95.3,40.6
17.1,95.2,49.4
17.7,95.7,47
22.3,97.5,37.7
18.4,95.7,48
23.9,96.4,37.7
17.4,91.9,39.9
20,95.5,45
20,94.4,42.3
21.9,97.1,45.5
21.9,97.4,41.5
22.6,97.9,38.7
23.2,97.1,41.8
23.2,97.1,40.3
22.9,97.4,39.3
23.2,97.5,42.1
22.9,97.4,38.2
22.3,96.7,35.7
21.9,97.4,43.4
22.9,97.4,39.9
21.3,98,39.5
22.9,97.4,43.1
23.2,97.1,45
22.9,97.4,42.9
23.2,97.7,38.4
22.6,97.7,38.2
22.6,97.2,38.4
23.9,98,33
22.3,97.3,38.5
21.9,97,40.4
22.6,98,33.5
22.6,96.8,41.8
21.6,97.6,38.7
22.3,97.6,36.5
21.6,98,33.9
21.3,97.6,36.5
20.3,97.2,41
21,96.9,40.1
20.6,97.3,39
21.9,97.8,39
21.6,97.8,38.8
22.3,97.8,38.5
22.3,97.8,38
21,97.4,42.1
20.6,97.4,40.9
24.5,97.8,37.1
23.2,97.6,28.6
21.3,96.4,42.1
22.6,98.1,33.2
22.6,97.4,31
21,95.7,39.5
24.8,98.6,30.2
23.2,97.8,39.5
22.6,98,28.3
26.1,98.2,35.1
22.6,97.8,38.5
23.5,98.6,32.1
23.2,98,39.6
23.9,98.5,31.7
26.1,98.1,35.8
23.5,97.8,37.6
22.6,98.5,33
24.5,98.1,36.5
23.5,98,37.3
22.6,98.5,32.8
25.2,98.1,35.8
23.9,97.9,36.5
21,98.1,28.7
21.9,98.5,33.2
24.5,97.9,37.3
20,98,34.6
17.4,84.4,38.2
17.1,73.2,39.3
15.8,1.2,48.5
16.8,3.7,54.4
16.8,3.4,54.9
16.8,3.5,57.4
16.5,10.9,50.8
16.1,1.3,49.1
16.8,3.4,55.2
16.1,1.4,50.8
16.8,3.6,56.5
15.2,1.2,50.8
15.8,3.5,57.1
14.5,1.4,50.7
15.2,3.6,57.8
14.8,10.5,52.7
14.5,1.4,52.6
15.5,3.8,60.8
14.8,10.1,52.6
14.2,1.4,52.9
14.8,3.8,59.2
22.3,98.4,33.3
16.5,12.5,42.3
20.6,94.4,38.8
22.9,97.8,39.8
16.5,23.4,42.9
17.4,24.8,48.9
18.4,93.6,41.2
21.9,97.3,41.8
18.1,93.5,41.7
21.6,97.1,39.5
17.7,90.3,42.1
19,90.5,43.6
17.7,92.6,38.8
17.4,88.5,42
18.4,89.1,44.2
16.8,83.8,42.1
18.1,84.5,44.7
15.8,1.1,45
16.8,3.4,50
16.1,1.2,49.2
16.8,3.6,53.3
16.8,3.7,52.9
16.1,1.3,49.7
16.8,3.6,55.2
16.5,9.9,48.1
16.5,10,48.3
15.8,1.2,50.2
16.8,3.5,57
14.5,1.4,52.7
15.2,3.7,59
14.2,1.4,53
14.8,3.8,59.5
14.2,1.3,52.6
14.8,3.7,60
16.8,72.7,42
17.7,52.9,46.4
17.1,51.7,39.3
16.1,5.1,43.1
17.4,7.3,47
17.4,3.8,48.9
15.8,1.1,46.1
17.1,3.4,52.4
16.8,12.4,43.7
16.1,1.2,48.3
16.8,3.6,54.1
15.8,1.2,48
16.8,3.7,53.7
16.5,11.4,47.5
16.1,1.2,50.2
16.8,3.4,55.4
15.5,10.8,50.7
14.2,1.4,52.9
15.2,3.7,58.1
13.5,83.3,54.4
14.5,83.3,62.5
13.9,89.6,55.1
14.5,90,62.2
15.8,1.5,55.5
15.2,3.3,67.7
13.5,1.4,64.4
14.8,3.3,67.7
13.5,1.2,62.8
16.8,12.7,41.2
16.1,1.1,44.5
17.1,3.4,47.8
16.8,12.5,41
16.1,1.2,48.1
17.1,3.7,54.3
16.8,10.4,49.7
16.1,1.3,51.3
16.8,3.5,57
14.5,1.3,51
15.5,3.5,57
15.2,10.1,51.9
16.5,1.2,45
17.1,3.3,51.3
16.8,3.4,50.8
16.8,3.5,51.4
16.5,10.9,45.6
16.5,11.2,46.1
16.5,11.3,47.2
14.2,1.4,51.9
15.2,3.7,57.6
14.8,10.4,52.1
15.8,1.3,47.8
16.8,3.7,54.8
15.8,1.2,49.6
16.8,3.4,54.4
16.5,10.2,49.1
15.8,1.3,48.9
16.8,3.5,54.9
15.2,3.8,58.5
15.2,10.5,52.2
16.5,10.3,46.9
15.8,1.1,49.2
16.8,3.5,55.4
15.8,1.3,51.4
16.8,3.4,58.2
16.5,10,48.6
16.8,10.3,49.1
14.5,1.2,51.4
15.5,3.6,58.4
14.8,10.5,51.3
14.5,1.4,53.7
15.2,3.7,58.7
14.8,10.5,52.9
14.5,1.5,51.9
15.2,3.8,58.4
15.2,9.8,52.6
14.8,10.1,52.9
14.2,1.4,53.3
15.2,3.8,60
14.5,10.3,52.9
14.2,1.3,53.2
14.8,3.6,60.6
14.8,10.2,54
14.5,9.9,53
14.2,1.3,53.2
14.5,3.6,60.3
14.2,9.9,53.8
13.9,1.3,54
14.5,3.6,60.6
14.2,10.1,54.3
13.9,1.3,54.9
14.5,3.6,61.2
13.5,42.7,54.3
14.2,45.7,62
13.9,61.9,54.9
14.5,3.6,61.4
13.9,1.3,53.2
14.5,3.6,60
14.2,10.3,54.6
13.5,1.1,54.4
14.2,2.7,62
17.1,94.6,58.2
18.1,95.5,50
18.4,95.1,55.9
18.7,97,49.2
14.2,10.4,64.2
12.9,1.4,63.9
13.9,3,67.5
12.9,1.2,63.6
13.9,2.9,67.8
12.6,1.2,63.6
12.6,1.3,64.1
13.5,3,67.4
13.2,10.1,67.8
12.9,1.3,63.1
13.9,3,67.7
12.9,1.3,63.1
13.9,3,67.4
13.2,10.1,65.6
14.5,3.6,60.9
13.9,1.2,54.3
14.8,3.5,62
14.2,10.4,55.5
13.9,90.9,55.1
14.5,91.5,62.6
16.8,94.7,51.6
17.1,94.5,58.1
17.7,95,57.3
19.7,97.8,47.5
20,97.3,50.7
23.5,97.8,38.5
25.5,98.5,38.5
15.8,1.4,57
16.8,3.4,65.2
14.5,3.3,67.5
13.5,1.6,63.9
14.5,3.4,68
13.2,1.6,64.4
14.2,3.2,67.7
13.5,1.3,62.3
14.8,3,67.5
14.2,10.4,55.4
14.2,2.7,61.7
13.9,10.6,55.2
14.2,3.2,62.2
13.2,4.6,54.3
13.9,6.8,61.7
13.5,75.7,54.8
14.5,76.1,61.7
14.2,92.1,56.2
16.5,95.5,52.7
17.1,93.5,42.3
16.8,95.8,52.1
18.7,95.7,55.5
19.7,94.9,44.5
21,97.9,52.4
14.2,3,67.8
13.5,10.2,67.2
13.9,19.5,54.9
13.2,18.9,54.4
13.5,63,54.6
14.2,64.9,61.7
14.2,76,54.6
16.8,94.1,51
17.1,93.9,57.8
17.7,94.9,58.1
14.2,22.1,61.4
13.9,39.7,55.1
14.2,84.3,55.2
14.2,88.4,55.9
13.9,86,54.8
14.5,86.4,62.5
13.9,89.5,55.9
13.5,87.6,54.6
14.2,88.3,62.6
13.9,90.7,56.2
13.9,89.1,55.1
14.5,89.5,62.6
14.5,92.2,54.4
15.2,92.5,61.5
14.8,94.2,55.1
14.5,92.4,53.7
15.5,92.8,61.2
15.5,94.7,54.8
15.2,93.2,54.6
15.8,93.6,60.6
15.8,95.2,53.7
16.8,94.2,59.5
17.1,96,51.4
16.8,95.9,51.4
17.7,95.3,57.6
17.4,96.5,51.3
17.1,95.1,51.4
18.7,96.9,48.9
17.1,95.9,52.4
18.1,95.3,58.7
19,96.2,54.6
20.6,96.7,47.3
20,96.5,53.8
20,95.4,45.9
19.7,96.7,48.8
19,96.6,56.3
20.3,95.6,35.5
21.6,98.2,43.4
21.9,97.5,43.6
21.6,97.3,50
20,97.5,49.6
22.6,97.6,45.6
22.3,97.7,46.6
19,92.3,55.5
15.8,44.8,58.5
16.8,45.1,65.8
15.5,15.7,56.8
16.1,16.7,66.4
16.8,3.5,63.9
13.2,1.4,64.2
14.5,3.1,67.7
12.9,1.4,64.1
15.2,95.5,62.2
15.8,94.9,67.7
18.4,95.3,49.6
18.7,95.4,56.3
20.3,97.5,47.7
21.3,96.9,45
20.6,96.7,48.6
21.6,97.5,43.7
22.3,98.4,38.8
14.5,3,67.7
14.2,10.3,65.3
12.3,90.3,63.3
19,97.2,48.9
21.3,97.7,47
21.6,97.2,46.6
20.3,96.9,51.6
20,96.2,46.7
21.3,96.5,35.7
20.3,97.7,43.7
21.9,97.5,43.4
21,97.5,47.8
20.6,97.5,45.3
16.8,55.9,54.6
17.4,54.1,62.8
16.5,37.1,65.6
13.5,1.2,62.8
14.8,2.9,67.5
12.9,2.3,63.4
13.9,4,67.5
12.9,79.7,66.7
12.3,87.8,64.9
13.5,87.3,67.7
14.5,95.5,64.4
15.2,96.1,63.6
18.7,95.9,56
19,96.2,55.9
21.3,97.5,44.2
24.8,98,39.8
23.2,97.7,44.7
24.2,98.1,43.3
20.3,97.8,51.3
23.5,98.2,42.9
21,97.8,51.1
22.9,96.4,43.3
15.8,1.4,55.5
16.5,3.4,64.1
13.9,10.6,67.7
13.5,1.3,62.2
14.5,3,67.5
13.2,42.5,65.2
12.9,47.2,62.3
13.9,49.2,67.7
12.6,87.6,62.6
13.9,87.2,67.8
13.2,92.1,65.6
19.7,96.8,48.3
19.4,96.7,55.1
18.7,97,50
21,97.8,47.8
21,97.3,53.3
21,98.2,46.4
20.6,96.5,51.8
20.3,95.1,42.3
20.3,97.4,49.2
21.9,97.6,43.9
21.3,97.1,47.3
22.9,98,41.8
21.6,97.5,44.7
21,97.9,45
20.6,97.6,49.9
21.3,97.2,37.3
22.6,98.3,41.7
22.3,97.8,33.3
25.8,98.2,41.8
20.6,97.6,49.7
17.7,78.3,60.8
16.5,63.7,59.3
16.1,2.2,56
16.8,4,64.4
16.1,1.4,56.5
16.8,3.4,64.7
16.5,3.5,66.1
15.5,1.5,57.1
14.8,10.8,64.9
20,96.9,46.2
20.3,96.8,50.8
21.9,98.2,44.7
23.2,98.2,41.7
21.6,97.1,43.7
20,96.8,50.3
22.9,97.7,45.1
21.3,97.8,42
23.9,98.2,42
21,98.1,44
21.3,97.7,44.8
20,97.3,51.3
21.6,98.3,42.5
21.3,97.7,43.4
22.9,98.4,40.4
23.2,98.3,39.6
23.2,98.6,39.8
25.5,98,41.7
22.3,97.7,48.3
24.2,98,41.2
21.3,97.7,48.3
22.9,98,42.5
21,96.1,49.6
23.2,98.1,44
21,97.9,52.2
15.8,1.4,56.8
16.8,3.5,64.5
14.5,3.2,67.8
13.5,10.5,67.2
20,97.3,45.9
20.6,97,49.9
22.6,98.2,42
22.6,98.1,42.3
20.6,96.7,49.9
21,98.2,43.7
21,97.8,42.9
20.6,97.5,45.6
21.6,97.8,42.3
24.2,97.9,39.3
25.8,98,39.3
22.9,97.7,43.4
23.9,98.6,38.7
21,97.8,48.9
20.3,96.3,45
20,96,52.6
20.3,96.8,52.9
18.4,89.7,57.8
16.1,1.5,55.5
16.8,3.4,63.4
16.1,3.5,65.3
15.2,1.5,57.9
15.8,3.5,67.2
15.5,10.9,61.2
14.2,10.8,65.6
13.9,10.8,68
13.5,1.5,65.2
14.5,3.2,67.8
14.2,3.1,67.7
23.2,98.1,44.8
20.3,97.9,51.3
21,97.8,52.7
15.8,5.2,57.9
16.8,6.7,66
16.8,3.4,65
16.5,3.5,63.3
16.5,12.3,56.5
14.2,1.5,61.5
15.5,3.4,67.7
12.9,1.5,63.7
13.5,1.3,61.9
14.8,2.9,67.7
14.2,1.5,61.4
15.2,3.3,67.7
13.5,1.5,64.2
14.5,3.4,68
13.2,1.6,64.7
14.5,3.1,67.7
14.5,3.2,67.8
13.9,10.3,66.6
14.5,3,67.5
13.9,10.3,67.4
13.2,1.5,64.2
14.2,3.2,67.7
13.5,10.4,67.2
14.5,3.1,67.4
13.5,10.4,67.2
13.5,1.3,62.8
13.9,9.6,66.4
14.5,2.8,67.7
13.5,3.1,67.5
13.2,10.2,67.4
12.6,1.2,63.7
12.6,10.1,62
14.2,12.6,67.8
12.6,22.5,61.9
13.9,26.5,67.2
13.2,61.6,65.5
13.2,89.3,64.7
13.2,1.5,64.4
12.3,1.5,64.1
13.5,2.9,67.7
13.2,1.4,63.7
14.5,3.1,67.7
14.2,10.3,66.9
13.9,59.6,67.4
13.5,1.2,62.6
14.8,2.9,67.5
14.2,10.2,64.9
14.5,10,64.4
13.2,1.2,62.6
14.2,2.9,67.7
13.2,25.6,65.6
12.9,81.5,62.8
13.9,82.3,67.7
14.2,2.9,67.8
12.9,1.4,63
14.2,3,67.5
13.2,10,66
13.2,10.2,67.5
12.6,1.2,64.5
13.9,2.9,67.7
12.6,1.1,63.7
13.5,2.9,67.4
12.9,1.4,63.9
12.6,1.4,63.7
13.5,2.7,67.7
12.9,10.1,67.7
13.2,12.2,66.6
12.3,72.3,63.3
13.2,70.9,67.2
13.2,76.4,67.5
12.3,80.1,63.1
13.5,78.3,67.7
12.9,86.6,62.6
13.9,85.6,67.2
13.2,89.8,64.2
12.9,87.7,61.4
13.9,86.5,67.5
13.5,89.5,67.7
12.6,92.3,67.4
13.2,87.3,67.8
12.9,91.1,68
13.9,92.5,67.7
12.3,87.7,64.4
12.3,88.5,64.9
13.2,88.1,67.5
12.6,90.2,64.5
13.9,90.4,67.8
14.5,93.3,67.8
13.9,94.5,63
15.2,94.3,67.4
15.8,95,68
16.1,95.2,67.4
18.7,96.5,50.8
20.6,97,48.1
20.3,97.8,43.1
19.7,97,50
19.7,96.9,49.1
20.3,97.8,42.5
20,97.1,43.7
20.3,97.2,46.9
20.6,96.3,43.3
19,95.1,40.1
20,95.6,46.7
19.4,97.1,42.1
20.3,96.7,41.2
21.9,97.2,41.8
21.3,97.2,44.7
18.7,95,39
20,93.4,45.9
19.7,97.3,41.8
20.6,97,41.5
21.3,97,40.4
20,96.4,36.5
21,93.5,43.7
19.7,97.1,38.4
19.4,96.8,39.9
21,97,42.8
20.3,93.7,43.6
19.4,97.2,40.9
19.7,96.8,41.2
21.3,94.8,46.4
20.3,97.4,42.5
20.6,97.7,41
18.1,85.5,42.1
20,90.5,47.2
17.7,89.4,47
21,97.1,40.4
21,97,48.5
19.7,96.3,36.3
21.6,98.6,39.2
17.7,90.6,41.2
20.3,87.5,46.1
23.2,98,28.1
17.4,90.6,46.6
17.4,88.4,46.6
19.4,96,42.5
15.8,1.3,48
16.8,3.4,54.9
21,92.4,44.2
19.7,97.2,40.1
20,96.9,42.5
21,97.2,40.1
20.3,96.2,36.6
20.6,91.3,44.8
19.4,96.9,41.5
21.6,97.2,39.6
20,96.1,37.3
21,91.3,45.5
20,97.2,42.3
18.4,96.8,35.8
19.7,96.9,42.3
21.6,97.3,41.5
20.3,96.1,37.7
21.3,97.6,42.1
21,97.3,41.5
19.4,93.5,38.7
21,96,41.8
22.9,97.4,40.3
19,97.1,42.8
19,94.3,41.2
21,96.9,39.9
22.3,97.3,40.4
21.6,97.8,42.9
22.6,97.4,39.3
19,94.1,40.1
20.6,90.8,44.7
21,90.6,44
19,93.6,43.6
20.6,97.1,41
21,92.8,45.8
20.3,97.2,42.5
19.4,97.1,42.6
19,94.9,42
21.3,97.1,47
20,97.3,41.8
19,94.2,41.5
21.3,97.3,42.9
17.1,91.9,48.5
18.7,96.3,45.9
